,url
https://github.com/google/ExoPlayer/issues/4249,6
https://github.com/netty/netty/issues/539,5
https://github.com/spring-projects/spring-security/issues/5401,5
https://github.com/elastic/elasticsearch/issues/15789,5
https://github.com/netty/netty/issues/329,4
https://github.com/orientechnologies/orientdb/issues/6380,4
https://github.com/redisson/redisson/issues/1927,3
https://github.com/netty/netty/issues/1975,3
https://github.com/elastic/elasticsearch/issues/24108,3
https://github.com/netty/netty/issues/3166,3
https://github.com/netty/netty/issues/3504,3
https://github.com/netty/netty/issues/4198,3
https://github.com/netty/netty/issues/3837,3
https://github.com/netty/netty/issues/2924,3
https://github.com/netty/netty/issues/8814,2
https://github.com/netty/netty/issues/8692,2
https://github.com/netty/netty/issues/7617,2
https://github.com/netty/netty/issues/1116,2
https://github.com/netty/netty/issues/7383,2
https://github.com/eclipse/elk/issues/252,2
https://github.com/netty/netty/issues/218,2
https://github.com/hazelcast/hazelcast/issues/16429,2
https://github.com/netty/netty/issues/1878,2
https://github.com/jankotek/mapdb/issues/776,2
https://github.com/junit-team/junit5/issues/1578,2
https://github.com/junit-team/junit5/issues/2157,2
https://github.com/orientechnologies/orientdb/issues/7418,2
https://github.com/netty/netty/issues/1874,2
https://github.com/netty/netty/issues/6804,2
https://github.com/netty/netty/issues/7290,2
https://github.com/netty/netty/issues/7103,2
https://github.com/netty/netty/issues/4211,2
https://github.com/netty/netty/issues/4266,2
https://github.com/netty/netty/issues/4760,2
https://github.com/netty/netty/issues/4829,2
https://github.com/netty/netty/issues/5372,2
https://github.com/netty/netty/issues/5541,2
https://github.com/netty/netty/issues/5553,2
https://github.com/netty/netty/issues/5629,2
https://github.com/netty/netty/issues/5678,2
https://github.com/netty/netty/issues/5833,2
https://github.com/netty/netty/issues/5976,2
https://github.com/netty/netty/issues/2354,2
https://github.com/netty/netty/issues/6225,2
https://github.com/netty/netty/issues/6282,2
https://github.com/netty/netty/issues/6481,2
https://github.com/netty/netty/issues/6564,2
https://github.com/netty/netty/issues/6574,2
https://github.com/netty/netty/issues/6620,2
https://github.com/redisson/redisson/issues/1326,2
https://github.com/thinkaurelius/titan/issues/881,2
https://github.com/netty/netty/issues/7293,2
https://github.com/elastic/elasticsearch/issues/29257,2
https://github.com/elastic/elasticsearch/issues/3610,2
https://github.com/elastic/elasticsearch/issues/9849,2
https://github.com/requery/requery/issues/99,2
https://github.com/AsyncHttpClient/async-http-client/issues/1325,2
https://github.com/AsyncHttpClient/async-http-client/issues/1357,2
https://github.com/AsyncHttpClient/async-http-client/issues/1418,2
https://github.com/AsyncHttpClient/async-http-client/issues/1461,2
https://github.com/elastic/elasticsearch/issues/4661,2
https://github.com/elastic/elasticsearch/issues/17460,2
https://github.com/MenoData/Time4J/issues/360,2
https://github.com/elastic/elasticsearch/issues/8224,2
https://github.com/elastic/elasticsearch/issues/4502,2
https://github.com/spring-projects/spring-boot/issues/6361,2
https://github.com/elastic/elasticsearch/issues/3513,2
https://github.com/elastic/elasticsearch/issues/3313,2
https://github.com/google/ExoPlayer/issues/2891,2
https://github.com/google/ExoPlayer/issues/4114,2
https://github.com/spring-projects/spring-security/issues/7293,2
https://github.com/elastic/elasticsearch/issues/2984,2
https://github.com/elastic/elasticsearch/issues/3486,2
https://github.com/spring-projects/spring-boot/issues/11338,1
https://github.com/spring-projects/spring-boot/issues/10569,1
https://github.com/netty/netty/issues/1624,1
https://github.com/netty/netty/issues/1602,1
https://github.com/netty/netty/issues/1579,1
https://github.com/spring-projects/spring-boot/issues/17121,1
https://github.com/netty/netty/issues/1535,1
https://github.com/netty/netty/issues/1524,1
https://github.com/spring-projects/spring-boot/issues/9801,1
https://github.com/netty/netty/issues/1516,1
https://github.com/spring-projects/spring-boot/issues/6115,1
https://github.com/spring-projects/spring-boot/issues/14898,1
https://github.com/spring-projects/spring-boot/issues/17927,1
https://github.com/spring-projects/spring-boot/issues/5902,1
https://github.com/spring-projects/spring-boot/issues/4921,1
https://github.com/spring-projects/spring-boot/issues/2324,1
https://github.com/spring-projects/spring-boot/issues/11037,1
https://github.com/spring-projects/spring-framework/issues/24886,1
https://github.com/spring-projects/spring-framework/issues/24346,1
https://github.com/spring-projects/spring-framework/issues/24339,1
https://github.com/spring-projects/spring-framework/issues/23571,1
https://github.com/netty/netty/issues/2644,1
https://github.com/netty/netty/issues/2814,1
https://github.com/spring-projects/spring-security/issues/6843,1
https://github.com/spring-projects/spring-session/issues/679,1
https://github.com/spring-projects/spring-session/issues/183,1
https://github.com/spring-projects/spring-session/issues/81,1
https://github.com/spring-projects/spring-boot/issues/18365,1
https://github.com/redisson/redisson/issues/642,1
https://github.com/netty/netty/issues/1507,1
https://github.com/redisson/redisson/issues/1696,1
https://github.com/requery/requery/issues/354,1
https://github.com/redisson/redisson/issues/2670,1
https://github.com/redisson/redisson/issues/2587,1
https://github.com/redisson/redisson/issues/2362,1
https://github.com/redisson/redisson/issues/2309,1
https://github.com/redisson/redisson/issues/2055,1
https://github.com/redisson/redisson/issues/1896,1
https://github.com/redisson/redisson/issues/1584,1
https://github.com/netty/netty/issues/1380,1
https://github.com/redisson/redisson/issues/1442,1
https://github.com/requery/requery/issues/697,1
https://github.com/redisson/redisson/issues/237,1
https://github.com/redisson/redisson/issues/1268,1
https://github.com/redisson/redisson/issues/1158,1
https://github.com/redisson/redisson/issues/863,1
https://github.com/redisson/redisson/issues/789,1
https://github.com/redisson/redisson/issues/2803,1
https://github.com/redisson/redisson/issues/2845,1
https://github.com/realm/realm-java/issues/1109,1
https://github.com/naver/pinpoint/issues/3261,1
https://github.com/netty/netty/issues/1298,1
https://github.com/netty/netty/issues/1134,1
https://github.com/redisson/redisson/issues/776,1
https://github.com/netty/netty/issues/1095,1
https://github.com/netty/netty/issues/1094,1
https://github.com/netty/netty/issues/1023,1
https://github.com/netty/netty/issues/834,1
https://github.com/netty/netty/issues/602,1
https://github.com/netty/netty/issues/597,1
https://github.com/spring-projects/spring-boot/issues/20900,1
https://github.com/netty/netty/issues/129,1
https://github.com/requery/requery/issues/150,1
https://github.com/square/okhttp/issues/4658,1
https://github.com/square/okhttp/issues/4258,1
https://github.com/square/okhttp/issues/3521,1
https://github.com/redisson/redisson/issues/1935,1
https://github.com/codenameone/CodenameOne/issues/1595,1
https://github.com/netty/netty/issues/4771,1
https://github.com/checkstyle/checkstyle/issues/4563,1
https://github.com/google/closure-compiler/issues/2222,1
https://github.com/eclipse/deeplearning4j/issues/4766,1
https://github.com/elastic/elasticsearch/issues/15689,1
https://github.com/elastic/elasticsearch/issues/15338,1
https://github.com/elastic/elasticsearch/issues/13249,1
https://github.com/elastic/elasticsearch/issues/9107,1
https://github.com/elastic/elasticsearch/issues/2785,1
https://github.com/elastic/elasticsearch/issues/2065,1
https://github.com/elastic/elasticsearch/issues/1324,1
https://github.com/elastic/elasticsearch/issues/1238,1
https://github.com/elastic/elasticsearch/issues/1167,1
https://github.com/elastic/elasticsearch/issues/1118,1
https://github.com/elastic/elasticsearch/issues/1081,1
https://github.com/elastic/elasticsearch/issues/1032,1
https://github.com/elastic/elasticsearch/issues/850,1
https://github.com/thinkaurelius/titan/issues/284,1
https://github.com/orientechnologies/orientdb/issues/6227,1
https://github.com/checkstyle/checkstyle/issues/3962,1
https://github.com/eclipse/jetty.project/issues/365,1
https://github.com/jankotek/mapdb/issues/538,1
https://github.com/eclipse/jetty.project/issues/1448,1
https://github.com/google/ExoPlayer/issues/2319,1
https://github.com/google/ExoPlayer/issues/2311,1
https://github.com/google/ExoPlayer/issues/1066,1
https://github.com/google/ExoPlayer/issues/789,1
https://github.com/google/ExoPlayer/issues/268,1
https://github.com/brettwooldridge/HikariCP/issues/696,1
https://github.com/brettwooldridge/HikariCP/issues/465,1
https://github.com/brettwooldridge/HikariCP/issues/148,1
https://github.com/brettwooldridge/HikariCP/issues/44,1
https://github.com/OpenRefine/OpenRefine/issues/2244,1
https://github.com/haraldk/TwelveMonkeys/issues/514,1
https://github.com/haraldk/TwelveMonkeys/issues/172,1
https://github.com/AsyncHttpClient/async-http-client/issues/1314,1
https://github.com/eclipse/ceylon-ide-eclipse/issues/1858,1
https://github.com/nextcloud/android/issues/3728,1
https://github.com/nextcloud/android/issues/305,1
https://github.com/eclipse/jetty.project/issues/2346,1
https://github.com/jankotek/mapdb/issues/561,1
https://github.com/jankotek/mapdb/issues/479,1
https://github.com/netty/netty/issues/5082,1
https://github.com/bytedeco/javacv/issues/116,1
https://github.com/jhy/jsoup/issues/966,1
https://github.com/intuit/karate/issues/779,1
https://github.com/intuit/karate/issues/198,1
https://github.com/eclipse/kura/issues/2070,1
https://github.com/mapsforge/mapsforge/issues/920,1
https://github.com/reactor/reactor-core/issues/578,1
https://github.com/mybatis/mybatis-3/issues/748,1
https://github.com/netty/netty/issues/8400,1
https://github.com/netty/netty/issues/8220,1
https://github.com/netty/netty/issues/7760,1
https://github.com/netty/netty/issues/7607,1
https://github.com/netty/netty/issues/7418,1
https://github.com/netty/netty/issues/7362,1
https://github.com/netty/netty/issues/7337,1
https://github.com/codenameone/CodenameOne/issues/1505,1
https://github.com/netty/netty/issues/6210,1
https://github.com/netty/netty/issues/5190,1
https://github.com/jhy/jsoup/issues/977,1
https://github.com/JetBrains/idea-gitignore/issues/373,1
https://github.com/jankotek/mapdb/issues/403,1
https://github.com/eclipse/hono/issues/454,1
https://github.com/jankotek/mapdb/issues/381,1
https://github.com/jankotek/mapdb/issues/275,1
https://github.com/jankotek/mapdb/issues/272,1
https://github.com/jankotek/mapdb/issues/232,1
https://github.com/jankotek/mapdb/issues/36,1
https://github.com/eclipse/elk/issues/67,1
https://github.com/eXist-db/exist/issues/139,1
https://github.com/grpc/grpc-java/issues/6850,1
https://github.com/grpc/grpc-java/issues/4198,1
https://github.com/grpc/grpc-java/issues/598,1
https://github.com/hazelcast/hazelcast/issues/16482,1
https://github.com/hazelcast/hazelcast/issues/14701,1
https://github.com/hazelcast/hazelcast/issues/14087,1
https://github.com/hazelcast/hazelcast/issues/12679,1
https://github.com/hazelcast/hazelcast/issues/12079,1
https://github.com/hazelcast/hazelcast/issues/9423,1
https://github.com/hazelcast/hazelcast/issues/1501,1
https://github.com/spring-projects/spring-session/issues/76,1
