,metric,alpha,lower,upper,mean,median
0,accuracy,95.0,60.151869158878505,69.69500734214391,0.6499834606816535,0.6470571482817543
0,F1 macro average,95.0,59.70317674852323,69.81657766875111,0.647304600427018,0.6463472663056815
0,F1 weighted average,95.0,59.83907842760404,69.72360388498353,0.6477346056105293,0.6466159724245231
0,F1_concurrency,95.0,59.19206579583939,73.59283018867924,0.6722594574673519,0.6757343124165553
0,F1_memory,95.0,66.01792452830189,82.70255271920088,0.7430766170670092,0.7425904816186948
0,F1_other,95.0,63.70062043508993,75.31086803105151,0.6904345918801479,0.684934934934935
0,F1_semantic,95.0,37.92857142857143,57.663255360623786,0.48344773529356205,0.4848237097598365
