,url
https://github.com/spring-projects/spring-framework/issues/23768,3
https://github.com/netty/netty/issues/2098,3
https://github.com/netty/netty/issues/2363,3
https://github.com/netty/netty/issues/2823,3
https://github.com/AsyncHttpClient/async-http-client/issues/559,3
https://github.com/elastic/elasticsearch/issues/8046,3
https://github.com/elastic/elasticsearch/issues/3560,2
https://github.com/elastic/elasticsearch/issues/4273,2
https://github.com/elastic/elasticsearch/issues/3381,2
https://github.com/google/ExoPlayer/issues/7188,2
https://github.com/elastic/elasticsearch/issues/2363,2
https://github.com/elastic/elasticsearch/issues/2693,2
https://github.com/elastic/elasticsearch/issues/3769,2
https://github.com/elastic/elasticsearch/issues/7086,2
https://github.com/elastic/elasticsearch/issues/11314,2
https://github.com/AsyncHttpClient/async-http-client/issues/1485,2
https://github.com/google/ExoPlayer/issues/3525,2
https://github.com/hazelcast/hazelcast/issues/16855,2
https://github.com/redisson/redisson/issues/2355,1
https://github.com/redisson/redisson/issues/1387,1
https://github.com/redisson/redisson/issues/1170,1
https://github.com/redisson/redisson/issues/1245,1
https://github.com/codenameone/CodenameOne/issues/1408,1
https://github.com/spring-projects/spring-boot/issues/21672,1
https://github.com/spring-projects/spring-boot/issues/10809,1
https://github.com/naver/pinpoint/issues/2299,1
https://github.com/spring-projects/spring-boot/issues/10569,1
https://github.com/spring-projects/spring-boot/issues/4748,1
https://github.com/spring-projects/spring-boot/issues/4698,1
https://github.com/spring-projects/spring-boot/issues/2916,1
https://github.com/redisson/redisson/issues/2790,1
https://github.com/jhy/jsoup/issues/704,1
https://github.com/square/okhttp/issues/1560,1
https://github.com/square/okhttp/issues/3422,1
https://github.com/netty/netty/issues/6621,1
https://github.com/reactor/reactor-core/issues/1529,1
https://github.com/intuit/karate/issues/686,1
https://github.com/hazelcast/hazelcast/issues/14194,1
https://github.com/elastic/elasticsearch/issues/1147,1
https://github.com/elastic/elasticsearch/issues/1457,1
https://github.com/elastic/elasticsearch/issues/5958,1
https://github.com/google/ExoPlayer/issues/1874,1
https://github.com/google/ExoPlayer/issues/2396,1
https://github.com/google/ExoPlayer/issues/3845,1
https://github.com/google/ExoPlayer/issues/6314,1
https://github.com/spring-projects/spring-security/issues/2884,1
