,metric,alpha,lower,upper,mean,median
0,accuracy,95.0,61.41315679733111,71.75680674755843,0.657844325992051,0.6538556067588326
0,F1 macro average,95.0,61.65383935341799,71.54448487302433,0.6574899580907574,0.6538313546721564
0,F1 weighted average,95.0,61.634366093743864,71.3901871983671,0.6573981476051796,0.6544218942439539
0,F1_concurrency,95.0,61.800106326422124,74.52852049910874,0.6880061328020541,0.6905872888173773
0,F1_memory,95.0,67.0,82.09935897435898,0.7472343384351823,0.7448894451397581
0,F1_other,95.0,61.81818181818181,76.70393777345649,0.6952986266244064,0.6946798493408664
0,F1_semantic,95.0,42.22699115044249,58.43235294117646,0.4994207345013868,0.4933817594834544
