,metric,alpha,lower,upper,mean,median
0,accuracy,95.0,60.376651982378846,70.81603087822758,0.6544565198027366,0.6548651771202538
0,F1 macro average,95.0,60.273934947208986,70.32027207746964,0.6520164292996945,0.6530739217243059
0,F1 weighted average,95.0,59.879651019422184,70.52360918028573,0.651519501632173,0.6514168135300984
0,F1_concurrency,95.0,58.34110334110335,74.43825665859563,0.6799639108389957,0.684009009009009
0,F1_memory,95.0,66.95454545454545,83.1217189140543,0.749227958076715,0.7452762923351159
0,F1_other,95.0,62.01620509302923,76.53445786794316,0.6892439244297048,0.6857142857142857
0,F1_semantic,95.0,38.55455858085809,58.06756296800545,0.48962992385336307,0.4880886934212937
