,metric,alpha,lower,upper,mean,median
0,accuracy,95.0,59.43270735524256,69.15450471156056,0.6438262869281621,0.6441926897357657
0,F1 macro average,95.0,59.2912794326967,69.12423448010964,0.6429927423587345,0.6447259973511791
0,F1 weighted average,95.0,59.17181079432577,69.07131402798439,0.6425102408702097,0.6448173418604016
0,F1_concurrency,95.0,60.00248941996516,75.56306306306307,0.6760855684864182,0.6751211387038158
0,F1_memory,95.0,71.62541111303445,85.00600060006,0.778869796318371,0.7722772277227722
0,F1_other,95.0,56.892857142857146,69.86926605504587,0.6435451451572911,0.6463640574339973
0,F1_semantic,95.0,33.154093097913325,57.31839307315207,0.4734704594728577,0.48
