,split_id,precision macro average,precision weighted average,recall macro average,recall weighted average,accuracy,F1 macro average,F1 weighted average,CM,F1_concurrency,recall_concurrency,precision_concurrency,F1_memory,recall_memory,precision_memory,F1_other,recall_other,precision_other,F1_semantic,recall_semantic,precision_semantic,params,classifier
0,0,0.6257005932963525,0.6240764500666514,0.6364332927144492,0.627906976744186,0.627906976744186,0.6249138585501878,0.6196863590709799,"[[32, 10, 5, 7], [5, 38, 4, 4], [3, 1, 40, 7], [11, 7, 16, 25]]",0.6095238095238096,0.5925925925925926,0.6274509803921569,0.7102803738317757,0.7450980392156863,0.6785714285714286,0.6896551724137931,0.7843137254901961,0.6153846153846154,0.4901960784313726,0.423728813559322,0.5813953488372093,"{""artifactspred__replacement_strategy"": ""keep_exception_names"", ""decamelcase__decamlecase"": false, ""tfidf__use_idf"": true, ""vect__stemming"": true, ""vect__stop_words"": ""english""}",LogisticRegression(random_state=42)
0,1,0.6753534103595302,0.6641755032530012,0.6664663966494324,0.6578947368421053,0.6578947368421053,0.6688232650371249,0.6590988238802613,"[[40, 2, 3, 8], [3, 37, 3, 8], [5, 0, 40, 14], [9, 4, 19, 33]]",0.7272727272727273,0.7547169811320755,0.7017543859649122,0.7872340425531916,0.7254901960784313,0.8604651162790697,0.6451612903225806,0.6779661016949152,0.6153846153846154,0.515625,0.5076923076923077,0.5238095238095238,"{""artifactspred__replacement_strategy"": ""keep_exception_names"", ""decamelcase__decamlecase"": false, ""tfidf__use_idf"": true, ""vect__stemming"": true, ""vect__stop_words"": ""english""}",LogisticRegression(random_state=42)
0,2,0.6727203006365519,0.6721547859258622,0.6742034684412179,0.672566371681416,0.672566371681416,0.6712343696538206,0.6701225842525558,"[[39, 1, 2, 12], [7, 43, 1, 6], [4, 2, 44, 7], [9, 5, 18, 26]]",0.6902654867256637,0.7222222222222222,0.6610169491525424,0.7962962962962964,0.7543859649122807,0.8431372549019608,0.7213114754098361,0.7719298245614035,0.676923076923077,0.47706422018348627,0.4482758620689655,0.5098039215686274,"{""artifactspred__replacement_strategy"": ""keep_exception_names"", ""decamelcase__decamlecase"": false, ""tfidf__use_idf"": true, ""vect__stemming"": true, ""vect__stop_words"": ""english""}",LogisticRegression(random_state=42)
0,3,0.6876063587954312,0.6858619424460646,0.6852823024433194,0.6855895196506551,0.6855895196506551,0.6843852235139312,0.6836578506201869,"[[38, 6, 3, 9], [4, 51, 0, 4], [1, 2, 37, 15], [9, 10, 9, 31]]",0.7037037037037038,0.6785714285714286,0.7307692307692307,0.796875,0.864406779661017,0.7391304347826086,0.7115384615384616,0.6727272727272727,0.7551020408163265,0.5254237288135594,0.5254237288135594,0.5254237288135594,"{""artifactspred__replacement_strategy"": ""keep_exception_names"", ""decamelcase__decamlecase"": false, ""tfidf__use_idf"": true, ""vect__stemming"": true, ""vect__stop_words"": ""english""}",LogisticRegression(random_state=42)
0,4,0.6432849936948297,0.6433605693655099,0.6432722449963829,0.6438356164383562,0.6438356164383562,0.643041400600499,0.6433536415462358,"[[34, 6, 5, 10], [5, 38, 1, 8], [4, 3, 42, 9], [9, 5, 13, 27]]",0.6355140186915889,0.6181818181818182,0.6538461538461539,0.7307692307692306,0.7307692307692307,0.7307692307692307,0.7058823529411765,0.7241379310344828,0.6885245901639344,0.5,0.5,0.5,"{""artifactspred__replacement_strategy"": ""keep_exception_names"", ""decamelcase__decamlecase"": false, ""tfidf__use_idf"": true, ""vect__stemming"": true, ""vect__stop_words"": ""english""}",LogisticRegression(random_state=42)
0,5,0.6696531827464876,0.6746084524135096,0.658298319327731,0.6563876651982379,0.6563876651982379,0.6586372483504513,0.6601337036720346,"[[40, 4, 2, 14], [11, 39, 6, 4], [0, 1, 38, 12], [6, 2, 16, 32]]",0.6837606837606838,0.6666666666666666,0.7017543859649122,0.7358490566037735,0.65,0.8478260869565217,0.672566371681416,0.7450980392156863,0.6129032258064516,0.5423728813559322,0.5714285714285714,0.5161290322580645,"{""artifactspred__replacement_strategy"": ""keep_exception_names"", ""decamelcase__decamlecase"": false, ""tfidf__use_idf"": true, ""vect__stemming"": true, ""vect__stop_words"": ""english""}",LogisticRegression(random_state=42)
0,6,0.6305466391531965,0.6319521238184542,0.6239605442595384,0.6239316239316239,0.6239316239316239,0.6251658558160107,0.6258525902488751,"[[41, 3, 4, 9], [8, 40, 4, 8], [3, 3, 37, 16], [14, 6, 10, 28]]",0.6666666666666667,0.7192982456140351,0.6212121212121212,0.7142857142857142,0.6666666666666666,0.7692307692307693,0.6491228070175439,0.6271186440677966,0.6727272727272727,0.47058823529411764,0.4827586206896552,0.45901639344262296,"{""artifactspred__replacement_strategy"": ""keep_exception_names"", ""decamelcase__decamlecase"": false, ""tfidf__use_idf"": true, ""vect__stemming"": true, ""vect__stop_words"": ""english""}",LogisticRegression(random_state=42)
0,7,0.6990994276986712,0.7003368904294808,0.6882427430352621,0.6883116883116883,0.6883116883116883,0.6900424443378257,0.6906350782257504,"[[43, 3, 3, 8], [4, 39, 4, 12], [3, 2, 44, 9], [9, 2, 13, 33]]",0.7413793103448276,0.7543859649122807,0.7288135593220338,0.7428571428571429,0.6610169491525424,0.8478260869565217,0.7213114754098361,0.7586206896551724,0.6875,0.5546218487394958,0.5789473684210527,0.532258064516129,"{""artifactspred__replacement_strategy"": ""keep_exception_names"", ""decamelcase__decamlecase"": false, ""tfidf__use_idf"": true, ""vect__stemming"": true, ""vect__stop_words"": ""english""}",LogisticRegression(random_state=42)
0,8,0.6488273554467214,0.6537275766104812,0.6500245037980886,0.6556603773584906,0.6556603773584906,0.6482164786748055,0.6534943633582996,"[[38, 4, 4, 7], [8, 40, 2, 5], [2, 2, 40, 11], [11, 5, 12, 21]]",0.6785714285714285,0.7169811320754716,0.6440677966101694,0.7547169811320754,0.7272727272727273,0.7843137254901961,0.7079646017699116,0.7272727272727273,0.6896551724137931,0.4516129032258064,0.42857142857142855,0.4772727272727273,"{""artifactspred__replacement_strategy"": ""keep_exception_names"", ""decamelcase__decamlecase"": false, ""tfidf__use_idf"": true, ""vect__stemming"": true, ""vect__stop_words"": ""english""}",LogisticRegression(random_state=42)
0,9,0.6769505494505496,0.6741717161343329,0.6759132071632071,0.6728971962616822,0.6728971962616822,0.6760450249282103,0.6731559372705763,"[[38, 1, 4, 9], [3, 40, 1, 10], [1, 2, 39, 10], [8, 9, 12, 27]]",0.7450980392156863,0.7307692307692307,0.76,0.7547169811320754,0.7407407407407407,0.7692307692307693,0.7222222222222223,0.75,0.6964285714285714,0.48214285714285715,0.48214285714285715,0.48214285714285715,"{""artifactspred__replacement_strategy"": ""keep_exception_names"", ""decamelcase__decamlecase"": false, ""tfidf__use_idf"": true, ""vect__stemming"": true, ""vect__stop_words"": ""english""}",LogisticRegression(random_state=42)
