,Unnamed: 0,split_id,precision macro average,precision weighted average,recall macro average,recall weighted average,accuracy,F1 macro average,F1 weighted average,CM,F1_concurrency,recall_concurrency,precision_concurrency,F1_memory,recall_memory,precision_memory,F1_other,recall_other,precision_other,F1_semantic,recall_semantic,precision_semantic,params,classifier,projects
0,0,0,0.7146606984969054,0.7129917038207573,0.6811594202898551,0.6808510638297872,0.6808510638297872,0.6862466261808366,0.6854931518649323,"[[19, 0, 1, 4], [3, 15, 3, 2], [1, 0, 17, 5], [3, 0, 8, 13]]",0.76,0.7916666666666666,0.7307692307692307,0.7894736842105263,0.6521739130434783,1.0,0.6538461538461539,0.7391304347826086,0.5862068965517241,0.5416666666666666,0.5416666666666666,0.5416666666666666,{},Ens. 5,pinpoint_reactor-core_redisson_speedment_spring-boot_spring-session
0,0,0,0.7534007352941177,0.7559573829531814,0.735,0.7346938775510204,0.7346938775510204,0.7334183673469388,0.7344856309870887,"[[21, 0, 2, 2], [3, 15, 2, 5], [0, 0, 21, 3], [0, 2, 7, 15]]",0.8571428571428572,0.84,0.875,0.7142857142857143,0.6,0.8823529411764706,0.75,0.875,0.65625,0.6122448979591836,0.625,0.6,{},Ens. 2,async-http-client_junit5_pinpoint_pulsar_redisson_spring-boot
0,0,0,0.7179802955665024,0.7163108921729611,0.6778656126482213,0.6777777777777778,0.6777777777777778,0.6801082251082251,0.6795603655603657,"[[18, 0, 2, 3], [5, 13, 2, 2], [2, 0, 17, 3], [2, 0, 8, 13]]",0.72,0.782608695652174,0.6666666666666666,0.7428571428571429,0.5909090909090909,1.0,0.6666666666666667,0.7727272727272727,0.5862068965517241,0.5909090909090909,0.5652173913043478,0.6190476190476191,{},Ens. 5,android_exist_guava_idea-gitignore_javacv_junit5_reddeer_redisson_spring-boot
0,0,0,0.7593367889420521,0.7609961049810674,0.7370833333333334,0.7346938775510204,0.7346938775510204,0.7341270011098653,0.7337066675237685,"[[21, 0, 1, 2], [5, 17, 3, 0], [1, 0, 20, 3], [1, 1, 9, 14]]",0.8076923076923077,0.875,0.75,0.7906976744186047,0.68,0.9444444444444444,0.7017543859649124,0.8333333333333334,0.6060606060606061,0.6363636363636364,0.56,0.7368421052631579,{},Ens. 1,OpenRefine_buck_che_junit5_pinpoint_realm-java_redisson_spring-boot_spring-framework
0,0,0,0.7390589244851259,0.7402046783625731,0.733695652173913,0.7333333333333333,0.7333333333333333,0.7339544513457557,0.7343225212790431,"[[17, 0, 1, 5], [2, 16, 2, 3], [0, 1, 19, 2], [4, 2, 2, 14]]",0.7391304347826085,0.7391304347826086,0.7391304347826086,0.761904761904762,0.6956521739130435,0.8421052631578947,0.8260869565217391,0.8636363636363636,0.7916666666666666,0.6086956521739131,0.6363636363636364,0.5833333333333334,{},Ens. 1,ExoPlayer_HikariCP_checkstyle_guava_hazelcast_orientdb_spring-batch_spring-framework_spring-session_take
0,0,0,0.736525974025974,0.7353174603174604,0.733695652173913,0.7333333333333333,0.7333333333333333,0.7319814818104831,0.7311481698622601,"[[15, 1, 3, 3], [2, 18, 1, 1], [0, 0, 20, 3], [5, 1, 4, 13]]",0.6818181818181818,0.6818181818181818,0.6818181818181818,0.8571428571428572,0.8181818181818182,0.9,0.7843137254901961,0.8695652173913043,0.7142857142857143,0.6046511627906976,0.5652173913043478,0.65,{},Ens. 5,BroadleafCommerce_ExoPlayer_ceylon-ide-eclipse_joda-time_mapsforge_n4js_redisson_spring-framework_spring-session
0,0,0,0.7975040257648952,0.7991232778672394,0.7875494071146245,0.7888888888888889,0.7888888888888889,0.7889811738648947,0.7903900578319183,"[[18, 0, 2, 2], [2, 19, 0, 2], [0, 0, 20, 3], [3, 0, 5, 14]]",0.8,0.8181818181818182,0.782608695652174,0.9047619047619048,0.8260869565217391,1.0,0.7999999999999999,0.8695652173913043,0.7407407407407407,0.6511627906976744,0.6363636363636364,0.6666666666666666,{},Ens. 5,Time4J_hazelcast_junit5_n4js_realm-java_redisson_speedment_spring-framework
0,0,0,0.787373949579832,0.7881251167133521,0.7672924901185771,0.7666666666666667,0.7666666666666667,0.769702380952381,0.7697275132275132,"[[19, 0, 1, 3], [2, 15, 1, 5], [1, 0, 18, 3], [3, 2, 0, 17]]",0.7916666666666667,0.8260869565217391,0.76,0.75,0.6521739130434783,0.8823529411764706,0.8571428571428572,0.8181818181818182,0.9,0.68,0.7727272727272727,0.6071428571428571,{},Ens. 5,ExoPlayer_HikariCP_checkstyle_guava_hazelcast_orientdb_spring-batch_spring-framework_spring-session_take
0,0,0,0.729978354978355,0.7286916786916786,0.6902173913043479,0.6888888888888889,0.6888888888888889,0.6924242424242424,0.6914927048260381,"[[17, 0, 2, 4], [3, 14, 2, 3], [1, 0, 19, 2], [1, 0, 10, 12]]",0.7555555555555555,0.7391304347826086,0.7727272727272727,0.7777777777777778,0.6363636363636364,1.0,0.6909090909090909,0.8636363636363636,0.5757575757575758,0.5454545454545454,0.5217391304347826,0.5714285714285714,{},Ens. 1,android_exist_guava_idea-gitignore_javacv_junit5_reddeer_redisson_spring-boot
0,0,0,0.7521794871794872,0.7508074195308239,0.712409420289855,0.7127659574468085,0.7127659574468085,0.7136783895948317,0.7135523622000653,"[[19, 0, 1, 4], [3, 13, 3, 4], [2, 0, 19, 2], [1, 0, 7, 16]]",0.7755102040816326,0.7916666666666666,0.76,0.7222222222222222,0.5652173913043478,1.0,0.7169811320754716,0.8260869565217391,0.6333333333333333,0.64,0.6666666666666666,0.6153846153846154,{},Ens. 1,pinpoint_reactor-core_redisson_speedment_spring-boot_spring-session
0,0,0,0.7008101851851851,0.7024518140589568,0.6633333333333333,0.6632653061224489,0.6632653061224489,0.6664731682146543,0.6669694193466861,"[[20, 0, 3, 1], [4, 15, 2, 4], [0, 0, 18, 7], [3, 0, 9, 12]]",0.7843137254901961,0.8333333333333334,0.7407407407407407,0.7499999999999999,0.6,1.0,0.631578947368421,0.72,0.5625,0.5,0.5,0.5,{},Ens. 2,MapDB_joda-time_n4js_pinpoint_pulsar_realm-java_redisson_spring-boot
0,0,0,0.7595844171931129,0.7585153822434116,0.7450181159420289,0.7446808510638298,0.7446808510638298,0.7479899069124277,0.7473514154748232,"[[19, 0, 1, 3], [3, 16, 0, 4], [0, 1, 19, 4], [4, 1, 3, 16]]",0.7755102040816326,0.8260869565217391,0.7307692307692307,0.7804878048780488,0.6956521739130435,0.8888888888888888,0.8085106382978724,0.7916666666666666,0.8260869565217391,0.627450980392157,0.6666666666666666,0.5925925925925926,{},Ens. 2,eylon-ide-eclipse_checkstyle_graphhopper_hazelcast_idea-gitignore_okhttp_redisson_spring-security_spring-security-oauth
0,0,0,0.760363610639502,0.7614254530335054,0.7441666666666666,0.7448979591836735,0.7448979591836735,0.7462121212121212,0.7469851576994434,"[[19, 1, 1, 3], [3, 18, 2, 2], [0, 0, 21, 4], [2, 0, 7, 15]]",0.7916666666666666,0.7916666666666666,0.7916666666666666,0.8181818181818181,0.72,0.9473684210526316,0.75,0.84,0.6774193548387096,0.625,0.625,0.625,{},Ens. 2,ExoPlayer_hono_junit5_pinpoint_redisson_spring-boot
0,0,0,0.7138945746282703,0.714770062457507,0.7120833333333334,0.7142857142857143,0.7142857142857143,0.7087735189422832,0.7102638194866047,"[[18, 0, 2, 4], [3, 19, 0, 3], [0, 0, 22, 3], [1, 4, 8, 11]]",0.7826086956521738,0.75,0.8181818181818182,0.7916666666666667,0.76,0.8260869565217391,0.7719298245614036,0.88,0.6875,0.4888888888888889,0.4583333333333333,0.5238095238095238,{},Ens. 5,async-http-client_che_grpc-java_jadx_n4js_redisson_simplenote-android_spring-framework_spring-security
0,0,0,0.7170207509881423,0.7191425120772947,0.6768774703557312,0.6777777777777778,0.6777777777777778,0.6767676767676767,0.6778338945005612,"[[15, 0, 4, 3], [5, 13, 2, 3], [0, 0, 20, 3], [3, 0, 6, 13]]",0.6666666666666666,0.6818181818181818,0.6521739130434783,0.7222222222222222,0.5652173913043478,1.0,0.7272727272727273,0.8695652173913043,0.625,0.5909090909090909,0.5909090909090909,0.5909090909090909,{},Ens. 1,heckstyle_hazelcast_karate_n4js_redisson_requery_spring-session
0,0,0,0.7140796703296703,0.7150763125763125,0.6887351778656127,0.6888888888888889,0.6888888888888889,0.6922672915319975,0.6927039191745076,"[[16, 2, 1, 3], [3, 14, 2, 4], [0, 0, 18, 5], [1, 0, 7, 14]]",0.761904761904762,0.7272727272727273,0.8,0.717948717948718,0.6086956521739131,0.875,0.7058823529411765,0.782608695652174,0.6428571428571429,0.5833333333333334,0.6363636363636364,0.5384615384615384,{},Ens. 1,android_eclipse.jdt.ls_guava_junit5_reactor-core_redisson_simplenote-android_spring-boot
0,0,0,0.7351190476190477,0.7364488348530902,0.7219202898550725,0.723404255319149,0.723404255319149,0.7260534973300931,0.7274267908038845,"[[16, 0, 3, 4], [2, 20, 2, 0], [0, 0, 18, 6], [3, 1, 5, 14]]",0.7272727272727272,0.6956521739130435,0.7619047619047619,0.888888888888889,0.8333333333333334,0.9523809523809524,0.6923076923076924,0.75,0.6428571428571429,0.5957446808510638,0.6086956521739131,0.5833333333333334,{},Ens. 5,HikariCP_async-http-client_checkstyle_grpc-java_jetty.project_junit5_karate_n4js_pinpoint_spring-framework
0,0,0,0.716540404040404,0.7138271604938271,0.7129446640316206,0.7111111111111111,0.7111111111111111,0.709205160539721,0.7068315570846634,"[[16, 1, 2, 3], [0, 19, 2, 1], [0, 0, 19, 4], [6, 0, 7, 10]]",0.7272727272727273,0.7272727272727273,0.7272727272727273,0.9047619047619048,0.8636363636363636,0.95,0.7169811320754716,0.8260869565217391,0.6333333333333333,0.4878048780487805,0.4347826086956521,0.5555555555555556,{},Ens. 1,BroadleafCommerce_ExoPlayer_ceylon-ide-eclipse_joda-time_mapsforge_n4js_redisson_spring-framework_spring-session
0,0,0,0.6982151835093011,0.698705123074871,0.6866666666666666,0.6836734693877551,0.6836734693877551,0.6798200124743831,0.67854962567759,"[[19, 0, 1, 4], [2, 17, 2, 4], [1, 0, 21, 2], [4, 1, 10, 10]]",0.76,0.7916666666666666,0.7307692307692307,0.7906976744186047,0.68,0.9444444444444444,0.7241379310344829,0.875,0.6176470588235294,0.4444444444444445,0.4,0.5,{},Ens. 1,BroadleafCommerce_elk_pinpoint_reactor-core_redisson_spring-boot_spring-session
0,0,0,0.7292692939244663,0.7314541142127349,0.6882411067193676,0.6888888888888889,0.6888888888888889,0.6933446751760706,0.69446508225578,"[[16, 0, 1, 5], [3, 14, 2, 4], [0, 0, 19, 4], [2, 0, 7, 13]]",0.7441860465116279,0.7272727272727273,0.7619047619047619,0.7567567567567568,0.6086956521739131,1.0,0.7307692307692308,0.8260869565217391,0.6551724137931034,0.5416666666666667,0.5909090909090909,0.5,{},Ens. 2,android_eclipse.jdt.ls_guava_junit5_reactor-core_redisson_simplenote-android_spring-boot
0,0,0,0.721608005521049,0.7231408308004053,0.7015398550724637,0.7021276595744681,0.7021276595744681,0.706073817486861,0.7070279011768374,"[[17, 0, 3, 3], [3, 17, 2, 2], [0, 0, 18, 6], [3, 1, 5, 14]]",0.7391304347826085,0.7391304347826086,0.7391304347826086,0.8095238095238096,0.7083333333333334,0.9444444444444444,0.6923076923076924,0.75,0.6428571428571429,0.5833333333333334,0.6086956521739131,0.56,{},Ens. 2,HikariCP_async-http-client_checkstyle_grpc-java_jetty.project_junit5_karate_n4js_pinpoint_spring-framework
0,0,0,0.77205748199663,0.7709855116743037,0.745018115942029,0.7446808510638298,0.7446808510638298,0.750377358490566,0.7497470895222803,"[[19, 0, 1, 3], [3, 16, 0, 4], [0, 1, 18, 5], [5, 0, 2, 17]]",0.76,0.8260869565217391,0.7037037037037037,0.7999999999999999,0.6956521739130435,0.9411764705882352,0.7999999999999999,0.75,0.8571428571428571,0.6415094339622641,0.7083333333333334,0.5862068965517241,{},Ens. 1,eylon-ide-eclipse_checkstyle_graphhopper_hazelcast_idea-gitignore_okhttp_redisson_spring-security_spring-security-oauth
0,0,0,0.7575989782886335,0.7593791539604348,0.7345833333333334,0.7346938775510204,0.7346938775510204,0.7367057934284825,0.7374900073408047,"[[20, 0, 1, 3], [4, 17, 2, 2], [0, 0, 20, 5], [3, 0, 6, 15]]",0.7843137254901961,0.8333333333333334,0.7407407407407407,0.8095238095238095,0.68,1.0,0.7407407407407408,0.8,0.6896551724137931,0.6122448979591836,0.625,0.6,{},Ens. 5,ExoPlayer_hono_junit5_pinpoint_redisson_spring-boot
0,0,0,0.7742372569958776,0.7754097884287892,0.7641666666666667,0.7653061224489796,0.7653061224489796,0.765877616747182,0.7669913569292451,"[[18, 0, 2, 4], [3, 19, 0, 3], [0, 0, 22, 3], [1, 2, 5, 16]]",0.7826086956521738,0.75,0.8181818181818182,0.8260869565217391,0.76,0.9047619047619048,0.8148148148148148,0.88,0.7586206896551724,0.64,0.6666666666666666,0.6153846153846154,{},Ens. 2,async-http-client_che_grpc-java_jadx_n4js_redisson_simplenote-android_spring-framework_spring-security
0,0,0,0.7129186602870813,0.7153761025941477,0.6829166666666667,0.6836734693877551,0.6836734693877551,0.6802857062731081,0.6817876360649914,"[[20, 0, 2, 3], [4, 16, 3, 2], [1, 0, 20, 3], [5, 0, 8, 11]]",0.7272727272727272,0.8,0.6666666666666666,0.7804878048780487,0.64,1.0,0.7017543859649124,0.8333333333333334,0.6060606060606061,0.5116279069767442,0.4583333333333333,0.5789473684210527,{},Ens. 5,ExoPlayer_exist_pinpoint_redisson_spring-boot_spring-session
0,0,0,0.8100268031189084,0.8114121724063245,0.8013833992094862,0.8,0.8,0.8004546611364465,0.8004470184883301,"[[19, 1, 1, 1], [3, 17, 0, 3], [0, 2, 17, 4], [2, 0, 1, 19]]",0.8260869565217391,0.8636363636363636,0.7916666666666666,0.7906976744186046,0.7391304347826086,0.85,0.8095238095238095,0.7391304347826086,0.8947368421052632,0.7755102040816326,0.8636363636363636,0.7037037037037037,{},Ens. 5,eylon-ide-eclipse_checkstyle_closure-compiler_hazelcast_idea-gitignore_reactor-core_redisson_spring-security
0,0,0,0.714173011420557,0.7167263318871928,0.6833333333333332,0.6836734693877551,0.6836734693877551,0.6853923793060784,0.6866850750034392,"[[19, 0, 2, 4], [4, 16, 3, 2], [1, 0, 19, 4], [4, 0, 7, 13]]",0.7169811320754718,0.76,0.6785714285714286,0.7804878048780487,0.64,1.0,0.6909090909090909,0.7916666666666666,0.6129032258064516,0.5531914893617021,0.5416666666666666,0.5652173913043478,{},Ens. 1,ExoPlayer_exist_pinpoint_redisson_spring-boot_spring-session
0,0,0,0.8210955710955711,0.8225071225071224,0.8107707509881422,0.8111111111111111,0.8111111111111111,0.811439677577384,0.8122340770878871,"[[20, 0, 1, 1], [2, 18, 0, 3], [0, 0, 20, 3], [2, 0, 5, 15]]",0.8695652173913043,0.9090909090909092,0.8333333333333334,0.878048780487805,0.782608695652174,1.0,0.8163265306122449,0.8695652173913043,0.7692307692307693,0.6818181818181818,0.6818181818181818,0.6818181818181818,{},Ens. 1,Time4J_hazelcast_junit5_n4js_realm-java_redisson_speedment_spring-framework
0,0,0,0.729312762973352,0.7286115007012622,0.6862648221343873,0.6888888888888889,0.6888888888888889,0.6906257188865884,0.6917930629041741,"[[18, 0, 1, 4], [3, 13, 3, 3], [0, 0, 19, 4], [2, 0, 8, 12]]",0.782608695652174,0.782608695652174,0.782608695652174,0.7428571428571429,0.5909090909090909,1.0,0.7037037037037037,0.8260869565217391,0.6129032258064516,0.5333333333333332,0.5454545454545454,0.5217391304347826,{},Ens. 5,graphhopper_junit5_pinpoint_reactor-core_redisson_spring-boot
0,0,0,0.7084267241379311,0.7072899853264857,0.6811594202898551,0.6808510638297872,0.6808510638297872,0.6861263736263736,0.6855856909048399,"[[18, 1, 1, 4], [3, 15, 3, 2], [1, 0, 17, 5], [2, 0, 8, 14]]",0.75,0.75,0.75,0.7692307692307693,0.6521739130434783,0.9375,0.6538461538461539,0.7391304347826086,0.5862068965517241,0.5714285714285714,0.5833333333333334,0.56,{},Ens. 2,pinpoint_reactor-core_redisson_speedment_spring-boot_spring-session
0,0,0,0.7753678929765887,0.7772333309613606,0.7658514492753623,0.7659574468085106,0.7659574468085106,0.7678550869090383,0.7688229835330981,"[[19, 0, 1, 3], [3, 18, 0, 3], [0, 1, 19, 4], [3, 1, 3, 16]]",0.7916666666666667,0.8260869565217391,0.76,0.8181818181818182,0.75,0.9,0.8085106382978724,0.7916666666666666,0.8260869565217391,0.6530612244897959,0.6956521739130435,0.6153846153846154,{},Ens. 5,ExoPlayer_checkstyle_hazelcast_jadx_mybatis-3_redisson_spring-security
0,0,0,0.6887019230769231,0.6899529042386185,0.655,0.6530612244897959,0.6530612244897959,0.6582852165256347,0.6578129031602685,"[[18, 0, 2, 4], [3, 16, 3, 3], [1, 0, 18, 5], [4, 0, 9, 12]]",0.7199999999999999,0.75,0.6923076923076923,0.7804878048780487,0.64,1.0,0.6428571428571429,0.75,0.5625,0.4897959183673469,0.48,0.5,{},Ens. 2,BroadleafCommerce_elk_pinpoint_reactor-core_redisson_spring-boot_spring-session
0,0,0,0.7409313725490195,0.7426470588235294,0.7166666666666667,0.7142857142857143,0.7142857142857143,0.7129511574744841,0.7125572724984904,"[[18, 0, 1, 5], [4, 17, 3, 1], [1, 0, 22, 1], [4, 0, 8, 13]]",0.7058823529411765,0.75,0.6666666666666666,0.8095238095238095,0.68,1.0,0.7586206896551724,0.9166666666666666,0.6470588235294118,0.5777777777777778,0.52,0.65,{},Ens. 2,ExoPlayer_graphhopper_pinpoint_redisson_spring-boot_spring-session
0,0,0,0.7499999999999999,0.7517006802721088,0.7266666666666667,0.7244897959183674,0.7244897959183674,0.7240079098000756,0.7237038653316835,"[[18, 0, 1, 5], [4, 17, 2, 2], [2, 0, 22, 0], [3, 0, 8, 14]]",0.7058823529411765,0.75,0.6666666666666666,0.8095238095238095,0.68,1.0,0.7719298245614035,0.9166666666666666,0.6666666666666666,0.6086956521739131,0.56,0.6666666666666666,{},Ens. 1,ExoPlayer_graphhopper_pinpoint_redisson_spring-boot_spring-session
0,0,0,0.7301682692307692,0.7313579277864992,0.6954166666666667,0.6938775510204082,0.6938775510204082,0.6993236318917812,0.6990182832714968,"[[18, 0, 2, 4], [3, 16, 3, 3], [1, 0, 19, 4], [2, 0, 8, 15]]",0.75,0.75,0.75,0.7804878048780487,0.64,1.0,0.6785714285714286,0.7916666666666666,0.59375,0.5882352941176471,0.6,0.5769230769230769,{},Ens. 5,BroadleafCommerce_elk_pinpoint_reactor-core_redisson_spring-boot_spring-session
0,0,0,0.7496212121212121,0.7506184291898578,0.7433333333333334,0.7448979591836735,0.7448979591836735,0.7436131668208449,0.7448507617663161,"[[18, 0, 2, 4], [3, 19, 0, 3], [0, 0, 22, 3], [1, 3, 6, 14]]",0.7826086956521738,0.75,0.8181818181818182,0.8085106382978724,0.76,0.8636363636363636,0.8,0.88,0.7333333333333333,0.5833333333333334,0.5833333333333334,0.5833333333333334,{},Ens. 1,async-http-client_che_grpc-java_jadx_n4js_redisson_simplenote-android_spring-framework_spring-security
0,0,0,0.7649936868686869,0.7678764687693259,0.735,0.7346938775510204,0.7346938775510204,0.7327197899308187,0.7339790817099451,"[[21, 0, 2, 2], [3, 15, 3, 4], [0, 0, 22, 2], [0, 1, 9, 14]]",0.8571428571428572,0.84,0.875,0.7317073170731707,0.6,0.9375,0.7333333333333334,0.9166666666666666,0.6111111111111112,0.6086956521739131,0.5833333333333334,0.6363636363636364,{},Ens. 1,async-http-client_junit5_pinpoint_pulsar_redisson_spring-boot
0,0,0,0.8125,0.8133333333333334,0.7984189723320158,0.8,0.8,0.7949643780265598,0.7961564444587539,"[[20, 0, 2, 0], [2, 19, 0, 2], [0, 0, 21, 2], [3, 0, 7, 12]]",0.8510638297872342,0.9090909090909092,0.8,0.9047619047619048,0.8260869565217391,1.0,0.7924528301886793,0.9130434782608696,0.7,0.631578947368421,0.5454545454545454,0.75,{},Ens. 2,Time4J_hazelcast_junit5_n4js_realm-java_redisson_speedment_spring-framework
