,metric,alpha,lower,upper,mean,median,label
0,F1 macro average,95.0,59.4633581836419,72.03378932098136,0.6549149564260967,0.6535520429263287,SVM
0,F1 macro average,95.0,60.01968267059229,75.84307691676639,0.6779975543053718,0.6809173307903675,LRC
0,F1 macro average,95.0,55.42868411862302,73.43133161378809,0.6453058546423186,0.6480818913231465,RFC
0,F1 macro average,95.0,53.124199678935646,71.64766250425609,0.6182183281348955,0.6158618656305983,MNB
0,F1 macro average,95.0,63.34103458524224,77.98375552080162,0.7051648920055861,0.7037829885672603,Ens. 1
0,F1 macro average,95.0,64.37205951498656,79.79824111134181,0.7136766504904819,0.7109037457477706,Ens. 2
0,F1 macro average,95.0,65.53260869565217,78.50812995498515,0.720529995989742,0.7224421252060813,Ens. 5
