,Unnamed: 0,split_id,precision macro average,precision weighted average,recall macro average,recall weighted average,accuracy,F1 macro average,F1 weighted average,CM,F1_concurrency,recall_concurrency,precision_concurrency,F1_memory,recall_memory,precision_memory,F1_other,recall_other,precision_other,F1_semantic,recall_semantic,precision_semantic,params,classifier,projects
0,0,0,0.7221230158730159,0.7198059964726633,0.7015810276679841,0.7,0.7,0.7071321298994826,0.7051891723996643,"[[14, 1, 1, 7], [3, 17, 1, 1], [0, 0, 17, 5], [3, 0, 5, 15]]",0.6511627906976744,0.6086956521739131,0.7,0.85,0.7727272727272727,0.9444444444444444,0.7391304347826088,0.7727272727272727,0.7083333333333334,0.5882352941176471,0.6521739130434783,0.5357142857142857,{},Ens. 5,async-http-client_elasticsearch_fresco_hazelcast_junit5_karate
0,0,0,0.7341353257810301,0.7319111197110423,0.7005928853754941,0.7,0.7,0.7081585081585082,0.7066977466977468,"[[14, 1, 1, 7], [4, 16, 0, 2], [0, 0, 16, 6], [1, 0, 5, 17]]",0.6666666666666666,0.6086956521739131,0.7368421052631579,0.8205128205128205,0.7272727272727273,0.9411764705882352,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.6181818181818182,0.7391304347826086,0.53125,{},Ens. 2,async-http-client_elasticsearch_fresco_hazelcast_junit5_karate
0,0,0,0.671335725677831,0.6698312954102428,0.6566205533596838,0.6555555555555556,0.6555555555555556,0.6622687639919878,0.6610084704711782,"[[14, 1, 1, 6], [4, 17, 0, 1], [0, 1, 16, 6], [6, 0, 5, 12]]",0.6086956521739131,0.6363636363636364,0.5833333333333334,0.8292682926829269,0.7727272727272727,0.8947368421052632,0.711111111111111,0.6956521739130435,0.7272727272727273,0.4999999999999999,0.5217391304347826,0.48,{},Ens. 1,async-http-client_elasticsearch_hazelcast_junit5_okhttp
0,0,0,0.7463541666666667,0.745162037037037,0.708498023715415,0.7111111111111111,0.7111111111111111,0.712156519603328,0.7129910383811092,"[[19, 0, 1, 3], [4, 14, 3, 1], [0, 0, 19, 4], [1, 0, 9, 12]]",0.8085106382978724,0.8260869565217391,0.7916666666666666,0.7777777777777778,0.6363636363636364,1.0,0.6909090909090908,0.8260869565217391,0.59375,0.5714285714285713,0.5454545454545454,0.6,{},Ens. 1,graphhopper_junit5_pinpoint_reactor-core_redisson_spring-boot
0,0,0,0.7296626984126984,0.7296737213403879,0.7218379446640317,0.7222222222222222,0.7222222222222222,0.7224308300395257,0.7226394378568292,"[[12, 1, 1, 8], [2, 19, 0, 2], [0, 1, 19, 2], [4, 0, 4, 15]]",0.6,0.5454545454545454,0.6666666666666666,0.8636363636363636,0.8260869565217391,0.9047619047619048,0.8260869565217391,0.8636363636363636,0.7916666666666666,0.6,0.6521739130434783,0.5555555555555556,{},Ens. 5,async-http-client_elasticsearch_hazelcast_jetty.project_spring-session
0,0,0,0.7043406750572082,0.7074021103483346,0.6561264822134387,0.6555555555555556,0.6555555555555556,0.6672975172975173,0.6684637995749106,"[[16, 0, 1, 5], [4, 16, 0, 3], [0, 0, 13, 10], [3, 0, 5, 14]]",0.711111111111111,0.7272727272727273,0.6956521739130435,0.8205128205128205,0.6956521739130435,1.0,0.6190476190476191,0.5652173913043478,0.6842105263157895,0.5185185185185185,0.6363636363636364,0.4375,{},Ens. 2,android_async-http-client_deeplearning4j_elasticsearch_hazelcast_jetty.project_joda-time_pulsar
0,0,0,0.7559523809523809,0.7575315840621963,0.7458333333333333,0.7448979591836735,0.7448979591836735,0.7458193979933111,0.7461265442631903,"[[16, 1, 1, 7], [4, 19, 1, 1], [0, 0, 21, 3], [1, 1, 5, 17]]",0.6956521739130435,0.64,0.7619047619047619,0.8260869565217391,0.76,0.9047619047619048,0.8076923076923077,0.875,0.75,0.6538461538461539,0.7083333333333334,0.6071428571428571,{},Ens. 2,HikariCP_TwelveMonkeys_async-http-client_elasticsearch_guava_junit5_pulsar_spring-framework
0,0,0,0.7619047619047619,0.7598784194528876,0.7445652173913043,0.7446808510638298,0.7446808510638298,0.7451830333409281,0.7441594799377553,"[[15, 0, 4, 4], [3, 19, 0, 1], [0, 0, 22, 2], [3, 0, 7, 14]]",0.6818181818181819,0.6521739130434783,0.7142857142857143,0.9047619047619048,0.8260869565217391,1.0,0.7719298245614035,0.9166666666666666,0.6666666666666666,0.6222222222222222,0.5833333333333334,0.6666666666666666,{},Ens. 1,TwelveMonkeys_buck_elasticsearch_junit5_n4js_redisson
0,0,0,0.7626037408646104,0.761007930295627,0.7454710144927535,0.7446808510638298,0.7446808510638298,0.7495467309913068,0.7484224221106477,"[[19, 0, 2, 2], [3, 17, 0, 3], [0, 0, 18, 6], [4, 1, 3, 16]]",0.7755102040816326,0.8260869565217391,0.7307692307692307,0.8292682926829269,0.7391304347826086,0.9444444444444444,0.7659574468085107,0.75,0.782608695652174,0.627450980392157,0.6666666666666666,0.5925925925925926,{},Ens. 5,eylon-ide-eclipse_checkstyle_graphhopper_hazelcast_idea-gitignore_okhttp_redisson_spring-security_spring-security-oauth
0,0,0,0.7717796295098928,0.7695230065400839,0.7336956521739131,0.7340425531914894,0.7340425531914894,0.7354262588345699,0.7343796816902973,"[[18, 0, 3, 2], [2, 15, 4, 2], [1, 0, 22, 1], [1, 1, 8, 14]]",0.8,0.782608695652174,0.8181818181818182,0.7692307692307693,0.6521739130434783,0.9375,0.7213114754098361,0.9166666666666666,0.5945945945945946,0.6511627906976745,0.5833333333333334,0.7368421052631579,{},Ens. 2,elk_exist_pinpoint_pmd_redisson_spring-boot_spring-session
0,0,0,0.7341628959276018,0.7331573655103066,0.6897233201581028,0.6888888888888889,0.6888888888888889,0.6867346938775512,0.6862018140589569,"[[19, 0, 2, 2], [5, 13, 2, 2], [1, 0, 19, 2], [1, 0, 11, 11]]",0.7755102040816326,0.8260869565217391,0.7307692307692307,0.7428571428571429,0.5909090909090909,1.0,0.6785714285714287,0.8636363636363636,0.5588235294117647,0.55,0.4782608695652174,0.6470588235294118,{},Ens. 2,android_exist_guava_idea-gitignore_javacv_junit5_reddeer_redisson_spring-boot
0,0,0,0.7131334636325561,0.7134042850226193,0.7019927536231884,0.7021276595744681,0.7021276595744681,0.7024276262820737,0.7026095427770028,"[[12, 2, 2, 7], [3, 18, 0, 3], [0, 0, 20, 3], [4, 0, 4, 16]]",0.5714285714285715,0.5217391304347826,0.631578947368421,0.8181818181818182,0.75,0.9,0.8163265306122449,0.8695652173913043,0.7692307692307693,0.6037735849056604,0.6666666666666666,0.5517241379310345,{},Ens. 2,CodenameOne_async-http-client_elasticsearch_okhttp_spring-framework_spring-session_titan
0,0,0,0.7298000435872289,0.7309566701211865,0.7318840579710144,0.7340425531914894,0.7340425531914894,0.7280024939599409,0.729663199332733,"[[13, 3, 1, 6], [3, 18, 1, 2], [0, 2, 22, 0], [3, 0, 4, 16]]",0.6190476190476191,0.5652173913043478,0.6842105263157895,0.7659574468085107,0.75,0.782608695652174,0.8461538461538461,0.9166666666666666,0.7857142857142857,0.6808510638297872,0.6956521739130435,0.6666666666666666,{},Ens. 5,async-http-client_elasticsearch_grpc-java_hazelcast_ice_spring-session
0,0,0,0.6770604395604396,0.6778271374016054,0.6716485507246376,0.6702127659574468,0.6702127659574468,0.670285508142651,0.6699398676298371,"[[18, 1, 1, 3], [4, 19, 0, 1], [0, 0, 16, 7], [5, 0, 9, 10]]",0.72,0.782608695652174,0.6666666666666666,0.8636363636363635,0.7916666666666666,0.95,0.6530612244897959,0.6956521739130435,0.6153846153846154,0.4444444444444445,0.4166666666666667,0.4761904761904761,{},Ens. 5,Time4J_elasticsearch_junit5_mapsforge_okhttp_redisson
