,cohens_kappa,weighted_f1,macro_f1,accuracy,krippendorff_alpha,F1_concurrency,recall_concurrency,precision_concurrency,F1_memory,recall_memory,precision_memory,F1_other,recall_other,precision_other,F1_semantic,recall_semantic,precision_semantic
0,0.6901579586877278,0.7968663237749596,0.779983137429946,0.803921568627451,0.6222060877876627,0.6545454545454545,0.5142857142857142,0.9,0.8085106382978724,0.76,0.8636363636363636,0.8205128205128205,0.8421052631578947,0.8,0.8363636363636363,0.92,0.7666666666666667
