,alpha,lower,upper,mean,label
0,95.0,55.866831794446156,67.53366315662066,0.6183250836877962," weighted
average"
0,95.0,40.41923436041083,61.42880485527543,0.514548366013072,con.
0,95.0,52.97140522875817,72.03295206971677,0.6304484749455337,mem.
0,95.0,46.90639589169,65.31979458450047,0.56209186118892,oth.
0,95.0,38.148148148148145,54.72257236227824,0.46782538126361656,sem.
