,split_id,precision macro average,precision weighted average,recall macro average,recall weighted average,accuracy,F1 macro average,F1 weighted average,CM,F1_concurrency,recall_concurrency,precision_concurrency,F1_memory,recall_memory,precision_memory,F1_other,recall_other,precision_other,F1_semantic,recall_semantic,precision_semantic,params,classifier
0,0,0.7268084707646177,0.727644821206418,0.7318840579710144,0.7340425531914894,0.7340425531914894,0.7250247231496803,0.7265276948233151,"[[12, 5, 2, 4], [3, 17, 1, 3], [0, 1, 23, 0], [3, 0, 3, 17]]",0.5853658536585366,0.5217391304347826,0.6666666666666666,0.723404255319149,0.7083333333333334,0.7391304347826086,0.8679245283018867,0.9583333333333334,0.7931034482758621,0.723404255319149,0.7391304347826086,0.7083333333333334,{},{}
