,split_id,precision macro average,precision weighted average,recall macro average,recall weighted average,accuracy,F1 macro average,F1 weighted average,CM,F1_concurrency,recall_concurrency,precision_concurrency,F1_memory,recall_memory,precision_memory,F1_other,recall_other,precision_other,F1_semantic,recall_semantic,precision_semantic,params,classifier
0,0,0.7005125661375661,0.7034616683552853,0.6798007246376812,0.6808510638297872,0.6808510638297872,0.6783897521272659,0.680278414055305,"[[20, 0, 2, 2], [4, 15, 2, 3], [0, 0, 18, 5], [3, 1, 8, 11]]",0.7843137254901961,0.8333333333333334,0.7407407407407407,0.75,0.625,0.9375,0.6792452830188679,0.782608695652174,0.6,0.5,0.4782608695652174,0.5238095238095238,{},{}
