,split_id,precision macro average,precision weighted average,recall macro average,recall weighted average,accuracy,F1 macro average,F1 weighted average,CM,F1_concurrency,recall_concurrency,precision_concurrency,F1_memory,recall_memory,precision_memory,F1_other,recall_other,precision_other,F1_semantic,recall_semantic,precision_semantic,params,classifier
0,0,0.7351190476190477,0.7364488348530902,0.7219202898550725,0.723404255319149,0.723404255319149,0.7260534973300931,0.7274267908038845,"[[16, 0, 3, 4], [2, 20, 2, 0], [0, 0, 18, 6], [3, 1, 5, 14]]",0.7272727272727272,0.6956521739130435,0.7619047619047619,0.888888888888889,0.8333333333333334,0.9523809523809523,0.6923076923076924,0.75,0.6428571428571429,0.5957446808510638,0.6086956521739131,0.5833333333333334,{},{}
