,metric,alpha,lower,upper,mean,median
0,accuracy,95.0,65.38004592328352,73.79637178964533,0.6904770437418495,0.6870905956713274
0,F1 macro average,95.0,65.29658295368068,73.56022966524516,0.6912461419351514,0.6884979373098723
0,F1 weighted average,95.0,65.26082794730426,73.60867866104493,0.6916624495675504,0.687852244796791
0,F1_concurrency,95.0,63.992165242165235,77.1937398812736,0.7090593330447779,0.7096856414613424
0,F1_memory,95.0,71.48198282300224,85.20835123292379,0.7838545218747774,0.7889908256880735
0,F1_other,95.0,62.69423076923077,79.3171249082157,0.7146516917698621,0.7173076923076924
0,F1_semantic,95.0,47.151757899421455,66.08731840193705,0.5574190210511879,0.5560386473429952
