,metric,alpha,lower,upper,mean,median
0,accuracy,95.0,62.738560850579084,73.28906901067502,0.6827371523595592,0.6821108076472884
0,F1 macro average,95.0,63.116314985334185,72.9970123109885,0.6841300760852933,0.6847928482923155
0,F1 weighted average,95.0,63.09680034998666,73.33524407446193,0.6840572847914705,0.684969366505235
0,F1_concurrency,95.0,62.49142401276426,78.53971962616822,0.6979800458567404,0.6978938130759105
0,F1_memory,95.0,68.95918367346938,84.80069692333844,0.7742741668344654,0.7787610619469025
0,F1_other,95.0,62.94117647058823,77.58620689655173,0.7124407041096777,0.7155963302752295
0,F1_semantic,95.0,45.81441455450164,62.74294333117862,0.5518253875402904,0.5526477832512315
